Quests	Misc	Status	Props	Name	World ID	Size / Type	Description
		x		Mysterious Club Of Awesomeness	1409556524912227788	Small World	Nothing of Note
		x		MyTomb	4586778841001934440	Small World	Nothing of Note
		x	18	MyTuTylkoGramy	4295847863363939321	Small World	Nothing of Note
	x	x	1	Na Call Do Crime	2242227716191498974	Small world	nothing of note
		x		NabClab	6556516209471355695	Small World	Nothing of Note.
		x	426	Naglas	1023094114358121923	Small World	Nothing of Note.
		x		NAMELESS SWORD KINGS	4789849977043171375	Small World	Nothing of Note.
		x		nanobeam	5788657560753894951	Small World	Nothing of Note
		x		Narrulunths Nemeton	6891480010908955086	Empty World	
		x		Navillera	9160890283898298473	Small World	Nothing of Note
	x	x	7	NBSL	7882121042634664564	Small World	Nothing of Note.
		x		Neltarian	6177374400982475299	Small World	Nothing of Note
		x		NELTORION	5025777679421587603	Small World	Nothing of Note
	x	x	105	Neon Metropolis	9030267926940882086	Medium World	Nothing of Note
		x		Neon of the Empire	2800157889386694118	Small World	Nothing of Note.
		x		NERDY GAMING	8362092977795200587	Medium World	Nothing of Note
	x	x	x	Neropolis	The World was not found	The World was not found	
		x		Nether Maniacs	3251110549852855720	Small World	Nothing of Note
	x	x	x	NetRarity ID	4318529150130076880	Small World. 	Griefed. Has unfinished music
		x		New Hope	7719753301318594180	Small World	Nothing of Note.
	x	x	x	New Kanto	8547282741890570575	Empty World	Empty World
		x		New Tochigi	6121182395716080545	Small World	Nothing of Note
	x	x	x	New World!!	Museum World	Museum World	
		x		NewBui	2541508546978604998	Small World	Nothing of Note.
		x		Nexus	6658332052711853867	Small World	Nothing of Note
	x	x	x	nhotxtung	137896770712019419	Small world	Nothing of Note
	x	x	x	NiceCrack	744031768966754351	Small world	Nothing of Note
		x		Nightmare Squad	8320054449490654906	Small World	Nothing of Note
		x		Nihility	8782860389813872703	Small World	Nothing of Note.
	x	x	x	Nine	4071249780799632201	Empty World	
		x		Ninja	1734090841406410637	Empty World	
		x		Ninja Kingdom	8560300897671445151	Small World	Nothing of Note
	x	x	x	Ninja Sheep	7587843497884523012	Small World	Nothing of Note.
	x	x	x	NIUB	Vault World	Vault World	
	x	x	423	NND	7960171868833496532	Small World	Nothing of Note
		x		No Life God / Default	7662732776836925440	Large World	Nothing of Note
		x		NO N4M3	1687525808791408149	Empty World	
	x	x	x	No pvp	1733530509457942742	Small World	Nothing of note
		x		noobs team / french club of noobs	2284418619510060939	Small World	Nothing of Note.
		x		Nordens Hideout	7783491050546471664	Small World	Nothing of Note
		x		Northern Lightz	3502163376287554078	Small World	Nothing of Note
	x	x	x	Norway	1388236195201121400	Empty World	Empty World
		x		Nothing To See Here	7605437024506838908	Small World	Nothing of Note.
	x	x	26	O Brazil	6161748355313883521	Small world	nothing of note
		x		O Varal de Roupa	6648136036833178056	Small World	Nothing of Note
		x		Oberons Garden	2117521464311584029	Empty World	
		x		Obunga	5975154156177809830	Medium World	Nothing of Note
	x	x	36	Ocean Lotus	525617863613998752	Small World	Nothing of Note; Nice Spawn
		x	5462	Ocgineers / Oakminati	6485203465989550769		
	x	x	x	odd killers	The World was not found	The World was not found	
		x		Oddball Odyssey	8047235453421915915	Small World	Nothing of Note
	x	x	x	OF GARDEN	6623800540363511375	Small World	Nothing of Note
	x	x	67	Oh My Glob	7693362831589756961	Small World	Nothing of note
		x		Oka Shichibukai	5859645676247920212	Small World	Nothing of Note
	x	x	119	Okami	5188939378832648256	Large World	Nothing of Note
		x	278	ol0x0lo	8607823236448655513	Large World	Nothing of Note.
		x		OlafsMinions	702046063540839452	Small World	Nothing of Note
		x		Olive Garden	6938221211025854459	Small World	Nothing of Note.
		x		Olympians	6009862554349702270	Small World	Nothing of Note
		x		omega s	1762941348300041027	Small World	Nothing of Note.
	x	x	114	OmgStepBro	7034343647690076810	Small world	nothing of note
		x		Omnipresen	7481160267191435207	Small World	Nothing of Note.
	x	x	x	On1y One	Vault World	Vault World	
		x		OoQoO	7592679041387339086	Medium World	Nothing of Note
		x		OPVNCLub	5528749941764807939	Bot World	
		x		OrdemDaFenix	518895801307867010	Small World	Nothing of Note
	x	x	x	Ordensverbund Oppes Nord	The World was not found	The World was not found	
		x		order of the darkholes	1457603151221086711	Small World	Nothing of Note
		x		Order of Umbrailis	3311699797704685213	Small World	Nothing of Note
	x	x	x	oryx slayer	Vault World	Vault World	
	x	x	x	Os Fedido	The World was not found	The World was not found	
		x		Os Sem Nome	2715960335242102899	Small World	Nothing of Note
		x		Os Supimpas	6782800791415369213	Empty World	
	x	x	x	Osita	Vault World	Vault World	
	x	x	300	OtakuGrinders	192416504912375552	Empty World	Empty World
	x	x	x	ottoman empires	3501681874988503437	Small World	Nothing of note
		x		Outrage	3644497396731270121	Small World	Nothing of Note.
		x		oWarehouseo	6248491345512161422	Small World	Nothing of Note
		x		Oz Handsome Boys Guild	4920527161999431838	Small World	Nothing of Note.
		x		P3NG	7465781571064022202	Empty World	
		x		Palaotots	4950881552546917243	Empty World	
	x	x	x	Paltry Phalli	4505735234129904037	Small world	nothing of note
	x	x	x	Pandas Hangout	Vault World	Vault World	
	x	x	x	Panta Rey	3280951242512300105	Small World	Nothing of Note
		x		panzer	3364109700463158998	Empty World	
		x		Papas Gardenria	2044892422058110786	Empty World	
	x	x	x	Paradise	6362568938506752528	Empty World	Empty World
	x	x	x	Paradox	524905848282248111	Empty World	Empty World
		x		Paradox Squad	3167580342862423198	Small World	Nothing of Note
	x	x	1001	Party Carnival / FishingBombChaos	2305121571498583194	Small world.	Nothing of note
	x	x	x	Patagonia (Theoretical Design Lab)	Museum World	Museum World	
	x	x	29	Peace Gatche	4884831138713638452	Small World	Nothing of Note
		x		PenguenLiques	2607890326797791459	Empty World	
	x	x	x	Penog Land	9092523220020617433	Empty World	
		x		Perokinha	3896273890847984460	Empty World	
	x	x	65	Petopia Tower Rangers	7918529522363468698	Small World	Nothing of Note.
	x	x	x	Petters	Vault World	Vault World	
	x	x	x	Phantom	7300111424768174657	Empty World	Empty World
		x		Phantom Lord	8383422263178328519	Small World	Nothing of Note
	x	x	107	Phantoms of Light	8283745602288299647	Small World	Nothing of Note
		x		piece control pirates	374223869665569281	Empty World	
		x		Pigeon Hotel	5688223965038537050	Empty World	
		x		Pillow Fighters	6272179045618066376	Small World	Nothing of Note
	x	x	x	Pinata Pals	Vault World	Vault World	
	x	x	x	Pinata Pit	1325658141708352030	Small World	Nothing of Note
		x		Pinto	8952656391599931668	Empty World	
		x		Pirate Route	3056276076780949457	Small World	Nothing of Note
		x		Pirmal Pastas	7659906195834794594	Small World	Nothing of Note.
		x		PiscoSawer	8429774841058758632	Small World	Nothing of Note.
	x	x	x	Pitocotoco	Vault World	Vault World	
		x		PixTastic	2026316134470022645	Small World	Nothing of Note.
		x		PlasmaBlastersONLINE	1162609159075403893	Small World	Nothing of Note.
		x		Pocket Region	297456585010379766	Small World	Nothing of Note
	x	x	26	poket world	2656189244662750264	Small World	Nothing of Note
		x		Polohome	5231669955408519948	Bot World	
		x	354	Polska Gildia	7465094687483870457	Small World	Nothing of Note
	x	x	x	POMODORI	8524816750576905184	Small world	Nothing of note
		x		PorcelainShade	2339317962533093547	Small World	Nothing of Note
	x	x	x	Poseidon	The World was not found	The World was not found	
		x		poulpifac	3159523497280765058	Empty World	
		x		PowerPlan	8355523307014355320	Small World	Nothing of Note.
	x	x	x	Prick	204449304244694286	Empty World	
		x		Pride2022	3877145157384023756	Empty World	
	x	x	32	Priff	8771882204287126898	Small World	Nothing of Note.
	x	x	x	Primordial Overlords	The World was not found	The World was not found	
		x		Prism of Power	587771879925262548	Small World	Nice Spawn
	x	x	x	Private St's	The World was not found	The World was not found	
		x		Pro Live	924424700258236398	Empty World	
		x		Probably Artists	4715176491830897086	Empty World	
	x	x	x	Protagonist	7553113136486230340	Empty World	Empty World
		x	60	PRUFalcons	9070801673190488191	Small World	Nothing of Note
	x	x	x	pubbies	8799296997396531722	Empty World	
	x	x	x	Pulpines Marihuanos	Vault World	Vault World	
	x	x	x	Puro Simps	Vault World	Vault World	
	x	x	47	Pycb	1962362822818095351	Small World	Nothing of Note.
		x	149	Pycckuu 6o6ep	3048487114950971008	Small World	Nothing of Note.
	x	x	x	pyckue u ykpauhckuu	Vault World	Vault World	
	x	x	x	qiqi zone	Vault World	Vault World	
		x		QoOoo	8669347842591619088	Small World	Nothing of Note.
	x	x	10	Qpijaja	896956901532486006	Small World	Nothing of Note.
		x		Qualquer Um Ai	3903679505467181490	Empty World	
		x		Quirkless Dragons	5821970188149881023	Small World	Nothing of Note
		x		Quitlyohoh	6588564165581082794	Bot World	
	x	x	1	R0CKET BANK	1016186415960579753	Small World	Nothing of Note
	x	x	x	R2G	Vault World	Vault World	
		x		Rabbit Stew	943948158942988749	Small World	Nothing of Note.
	x	x	x	Rabid Beast Tribe	5949915349690964806	Small World	Nothing of Note.
		x		Raddish Land	4485089557167998039	Small World	Nothing of Note
	x	x	x	Radiant Defenders	Redirects to Hub	Redirects to Hub	
		x		Radiant Thrones	7273524954898118055	Small World	Nothing of Note
		x		RaDianTBLoOdFCW	1372285866025671514	Small World	Nothing of Note.
	x	x	121	Rag	7177469181157673744	Small World	Nothing of Note
	x	x	x	RAGGRTS	Vault World	Vault World	
	x	x	22	Rainbow Bridge	94886594266872166	Small World	Nothing of Note
		x		Rainbow Cactus	4317759647838747663	Small World	Nothing of Note
		x	35	Random Random	6040150749484216010	Small World	Nothing of Note.
		x	388,854	RandomJibberish / @BuildModTool_Usage	8025171375435874776	Small World	Very Old Club ; Borked Heart before it got fixed
	x	x	x	Raphtalia	8799670527245138620	Small World	Nothing of Note.
	x	x	x	Raptor Riders	The World was not found	The World was not found	
	x	x	x	Rare Form	The World was not found	The World was not found	
	x	x	108	Rebirth Legion	7168334707156581542	Small world	Nothing of note
		x		Recipe Dungeon Crawlers	5606841784673777029	Small World	Nothing of Note
	x	x	x	Red	Redirects to Hub	Redirects to Hub	
		x		Reeling in the stars	546411242061533290	Small World	Nothing of Note
		x		Refer a Friend	7119071820933561000	Small World	Nothing of Note
		x		Reflect World	327410053345048075	Empty World	
	x	x	x	Refuel Station	1288317183249241065	Small world	Nothing of note
	x	x	x	Reign of Chaos	1947677471504737596	Small World	Nothing of Note
	x	x	x	Remember Me	1622950595255997111	Empty World	Empty World
		x		Renegade	1264707459491609916	Empty World	
	x	x	x	Renegades for Life	1314902860281890199	Small World	Nothing of Note.
	x	x	8	RenLegion	1190121784181172787	Small World	Nothing of Note
		x		Requiesce In Pace	5751281300599337987	Small World	Nothing of Note
	x	x	x	Reserve Lifeae	Vault World	Vault World	
		x		Resort / Same Old Shit	3510834708831214272	Small World	Nothing of Note
	x	x	4	Reunification	3030840434910251940	Medium world	Nothing of Note.
		x	11	Rex Shoot Club	4167215207269326742	Small World	Nothing of note
		x		Rhetoric	8977615355569124843	Small World	Nothing of Note.
		x		Ritual	2587414449861787655	Small World	Nothing of Note
		x		RNG / Purify	6968718100386834143	Small World	Nothing of Note.
		x		Rock Candy craft tables for everyone to use	5795028393042784524	Small World	Nothing of Note
		x		Rodent Gangsters	6941948349168772844	Empty World	
		x		Roens	4121297801114744992	Small World	Nothing of Note.
	x	x	344	Rogue Summit	7857571298363359450	Small world	nothing of note
		x		Rootsnatydread	6271532027227052003	Small World	Nothing of Note
	x	x	x	Rosemary Manor	3063767556312801685	Small world	Nothing of Note
	x	x	862	Royal Quarters	8748753374162230947	Small world	Nothing of Note
		x		Royal Taiwan	4859148542087322183	Small World	Nothing of Note
	x	x	x	RPG Survivors	8577384919535843759	Empty World	
		x		Run on the Blue Despair / Pharus	3938959524147344017	Small World	Nothing of Note
		x		Runetera	5691804779276741226	Small World	Nothing of Note
	x	x	22	Russian Demons	5756974936528352667	Small world.	Nothing of note
		x		RUSSIAN ENSEMBLE	2493045847625621848	Small World	Nothing of Note
		x		Russian Hooligans	6159247135614727683	Small World	Nothing of Note.
		x		Sacchamoryces Boulardii	6803617296049063883	Small World	Nothing of Note
		x	15	SAMURAI	5041516805075296345	Small World	Nothing of note
		x		Samurai Poltorahi	3608261171989745202	Small World	Nothing of Note.
	x	x	x	Sasakia	Vault World	Vault World	
		x		Saskia	3134579483313482250	Empty World	
		x		SaveGame	2083500302618029197	Small World	Nothing of Note
		x		Sawasdee Kub / Delve Cavern	5885377596796007413	Small World	Nothing of Note. Mostly Frameworks
		x	297	Scavenging Slayers / Default	8796006210563942898	Medium World	Nothing of Note
		x		Scorch	3636248586159784226	Small World	Nothing of Note.
	x	x	x	SDLG Brah	Vault World	Vault World	
		x		Seasoned Duck	7550131454066379743	Small World	Nothing of Note
		x		Secret Shop Area	5541151797682699339	Small World	Nothing of Note
		x		Sensi Soldiers	7695300718307272698	Small World	Nothing of Note.
	x	x	86	Sent to Destroy	1049951636912058935	Small World	Nothing of Note.
		x		Serenity Online	1371370129286622578	Small World	Nothing of Note.
		x	10	Sergals of the Pack	5426471810440983869	Small World	Nothing of Note
	x	x	x	Serpent Corp	6036507261106826583	Small world	nothing of note
	x	x	x	Seven	Redirects to Hub	Redirects to Hub	
		x		Shadow	6550493751503636309	Empty World	
		x	431	Shadow Big Tower Club Chest	3010721123147806538	Small World	Nothing of Note.
	x	x	811	Shadow Gladiators	914297774403969443	Small World	Nothing of Note.
		x	94	Shadow masters of Trove	1709686958166288008	Small World	Nothing of note
		x		Shadow Sinners	7503279310128930763	Small World	Nothing of Note.
	x	x	74	Shadow Smashers	4148118360203348902	Small world	Nothing of note
	x	x	x	Shadowborn	7498390926179590524	Empty World	Empty World
		x		Shadowed Helios	3748058018368054757	Empty World	
		x		ShadowNoobies	5227334039068336002	Small World	Nothing of Note
		x		Shaitland	7017393724395174922	Small World	Nothing of Note
		x		Shamb Hala	7560660396562409509	Small World	few large builds
		x		Shangri La	7302392048584733956	Empty World	
	x	x	x	PokEm	6405702054919842360	Small World	Nothing of Note
	x	x	x	Leeuwarden	6707286325571371945	Small World	Nothing of Note
	x	x	x	Bjornshire	6895470595653086224	Small World	Nothing of Note
	x	x	295	Dutch	3800162676481374921	Small World	Nothing of Note
	x	x	x	Shaolin Deathburger	The World was not found	The World was not found	
	x	x	x	Sharks Warehouse	2251437706955461224	Small World	Nothing of Note
	x	x	605	Shateam	8565422590662292170	Small World	Nothing of note
	x	x	x	ShBz	The World was not found	The World was not found	
		x	202	Shieldmaidens	5198473028276267090	Small World	Nothing of Note
		x		Shine	8152865787316192710	Small World	Nothing of Note
	x	x	x	Shining Hearts	6071702663817229774	Empty World	
	Club Portals	x		Shiny Toy Guns	5226931670405649691	Small World	Nothing of Note.
		x		Ship Brotherhood	8619409462446747116	Small World	Nothing of Note.
	x	x	x	Silence	4211617192471932329	Empty World	
		x		Silent Requiem	435906091660482792	Empty World	
		x		Silent Requiems	1403592201263402600	Small World	Nothing of Note
		x		Silver HalfMoon	3709538694053224660	Small World	Nothing of Note
	x	x	x	Sim	Vault World	Vault World	
		x		Singapore La Sia	8213515403257834106	Small World	Nothing of Note.
	x	x	x	Sinister Royals	Vault World	Vault World	
		x	77	SinonClubWorld	2233247417299542784	Small world	Nothing of note
	x	x	x	Sixteen	8874935840791557547	Empty World	
		x		SK Pleasant Surprise	2749665104035359243	Small World	Nothing of Note
	x	x	113	Skibidi	3070246441849040257	Small world.	Giant duck statue
	x	x	x	SKTT RX RX	724722835895382081	Empty World	
	Club Portals	x	4414	Sky  Realm	7841092468924503819	Large World	Nothing of Note.
		x		Sky Beta	8269077778945862418	Small World	Nothing of Note
		x		Sky Havens	6408647268108197045	Medium World	Nothing of Note
	x	x	239	Sky Realm	7885697433852144844	Small World	Nothing of Note
		x		SkyFarmers	1851420091715824638	Small World	Nothing of Note
		x		Slayers of Ebola	6929548287746257851	Small World	Nothing of Note
	x	x	9	Slime Tamers	5106345357419638909	Small World	Nothing of Note
		x		Sloth Gang	3557773782363344559	Small World	Nothing of Note
		x		small bird	8240787711393390657	Small World	Nothing of Note
		x		Small Things Considered	1136633706174393049	Empty World	
		x		Small World	8367079975964371446	Small World	Nothing of Note
		x		Smoke	3994566328052116966	Empty World	
		x		Sobbing	6877312859804571465	Small World	Nothing of Note
	x	x	x	SocaFofo	Vault World	Vault World	
		x		Social Credit	7289181920109763850	Small World	Nothing of Note
		x		Solo Molo	5875183292388476945	Empty World	
	x	x	x	solodayo	Vault World	Vault World	
		x		SoloManArmy	6654394388243268470	Small World	Nothing of Note
		x		Somewhere	2928074054325543780	Small World	Nothing of Note.
	x	x	21	Somwheres	7132924507152967886	Small world	Nothing of note
		x	25	SoramiRebirth	989889063710337172	Small World	Nothing of Note.
	x	x	x	Sorrow	The World was not found	The World was not found	
	x	x	x	SouBV	Vault World	Vault World	
	x	x	580	SouI Devotion	6102880200581606114	Medium World	Nothing of Note
		x		Soul Devotion	5095172984983879460	Small World	Nothing of Note
		x	58	Sournois	7780163604250310805	Small World	Nothing of Note
	x	x	131	SOWAY	8520227819502944052	Small World	Nothing of Note
	x	x	x	Space	3659792682998397688	Small World	Nothing of Note
	x	x	387	Space Wolves x SPW	7766813019932267001	Small World	Nothing of Note
		x		Sparkle Empire	3917510492654435582	Empty World	
		x		Special Force German	3953517752462288465	Small World	Nothing of Note
		x		Spoopy Crepy Skeletons	608778484957384473	Empty World	
	x	x	x	SquirtSquirt	Vault World	Vault World	
		x		Starbucks	598753881955726980	Empty World	
	x	x	68	Stark Industries	4097991838011391137	Small World	Nothing of note
		x		Starlight of Aeons	7137187222037307006	Medium World	Nothing of Note
		x		Stars	3120441326652531108	Empty World	
		x		StarShines	4278300208373307548	Small World	Nothing of Note
		x		Starship	517102440685215045	Empty World	
	x	x	x	SteelFire	Vault World	Vault World	
		x		Stellar Moon	2677916970560692297	Small World	Nothing of Note
	x	x	x	Stinky Tofu	4886457017137384697	Bot World	Bot World
	x	x	x	Storage Keepers	Vault World	Vault World	
		x		Storagez	2329779185994750744	Small World	Nothing of Note
	x	x	x	Store001	Vault World	Vault World	
	x	x	x	StrangelyBeautiful	5275241463830691250	Small World	Nothing of Note.
	x	x	x	Straw Hat Crusaders	Vault World	Vault World	
		x		Stripple Club	2318112506530896632	Small World	Nothing of Note
		x		Struttin	5128076429318560506	Small World	Nothing of Note
		x		Sturm und Drang	2039470627754622286	Small World	Nothing of Note
	x	x	x	Style Saver	3090024195722137210	Large World	Nothing of Note
		x		Styx	3863289410039537416	Empty World	
		x		Subarashi	3006303377922455416	Empty World	
		x		Sufficient	5638635015781250464	Small World	Nothing of Note.
		x		Sugoi Empire	4021190793881630217	Small World	Nothing of Note
		x		Suki	5037816253907511826	Empty World	
		x		Sukiya Ramen	5031849604964905739	Small World	Nothing of Note.
	x	x	7	SULAMINA	1438495137499431510	Small World	Nothing of Note
		x		Sundown to Sunup	4355670109646212737	Empty World	
	x	x	1478	Sunken City	3338629943519481739	Medium World	Nothing of Note
		x		Sunny Town NPC	7233974114405751570	Bot World	
		x		Sunwalker Knights	1221123378829892105	Small World	Nothing of Note.
	x	x	183	Super Lucky Cube	7879052533085481678	Small World	Nothing of Note
		x		Super Papaya	3194019711233936334	Small World	Nothing of Note
	x	x	x	superband3	561174972765383749	Bot World	
	x	x	x	superBanks	3684616708566864347	Bot World	
	x	x	339	SuperCritical	1075823907431106091	Medium World	Nothing of Note
		x		Supreme Bunny	3081530594849348721	Small World	Nothing of Note.
		x		Supreme potatoes	5681263375535595611	Small World	Nothing of Note.
		x		Surprise Clubies	1236779878576755211	Small World	Nothing of Note
	x	x	9	Suspect Individuals	9182069337881742982	Small World	Nothing of Note
	x	x	6	Sveden	5543065353036859256	Small World	Nothing of Note
	x	x	x	Sweden	Redirects to Hub	Redirects to Hub	
	x	x	37	Sweet Cupin Cakes	6896216171798561731	Small world	Nothing of note
		x		Sweetheart girl	412616210268850860	Small World	Nothing of Note.
		x		Swift Voltian	3188861576325880873	Small World	Nothing of Note.
		x		Swiggity Sw00ty	2788900594637081502	Empty World	
	x	x	x	Swords of Olympo	The World was not found	The World was not found	
		x		Sylphid	2681189667875257907	Small World	Nothing of Note
	x	x	x	syrian	5758288928238308857	Small World	Nothing of Note
	x	x	23	Tac14	8211116926917077991	Small World	Nothing of Note
	x	x	x	Tagenus	Vault World	Vault World	
		x		Taiwan	7459067470692403116	Empty World	
		x		Take The Power	826661292790716824	Small World	Nothing of Note
	x	x	x	Tank Gang	Vault World	Vault World	
		x		TargetNation	4382914498550408802	Small World	Nothing of Note
	x	x	x	Tarro Paul Club	Vault World	Vault World	
	x	x	33	tata yoyo	6215332100372938359	Small world	Nothing of Note
	x	x	x	TcZ1	Vault World	Vault World	
		x		Team Barbarians	5911578544643814699	Small World	Nothing of Note.
		x	15	Team Nightmare	1591783031819813453	Medium World	Nothing of Note
	x	x	x	Team Pinki V2	Vault World	Vault World	
		x		Team Redundancy	6238114138665331494	Small World	Nothing of Note
	x	x	x	Teamyers	Vault World	Vault World	
		x		Tears of Stars	3787750877942933028	Medium World	Nothing of Note
		x		TehNightmarez	8169584618767051674	Small World	Nothing of Note
	x	x	x	Tem Renegados	Vault World	Vault World	
	x	x	x	Temple of Three Winds	4506641104111359236	Empty World	
		x	4	Ten	3560698030849441110	Empty World	
		x		Tencent Limited	7794452895281841464	Small World	Nothing of Note
		x		TENSGAWLL	3551934384338221394	Empty World	
		x		Tentacle	6863934621773347469	Small World	Nothing of Note
		x		Terror Violeta / Violeta / PHOENIX	3125594954831355564	Empty World	
		x		Terserah	685913978527673665	Small World	Nothing of Note
		x		Thank you bro	7964290291239542904	Empty World	
		x		The 6th Edge	585020913921223960	Small World	Nothing of Note.
	x	x	507	The Abyss / Default	6830828979611275678	Small World	Nothing of Note
	x	x	x	the angels will play	Vault World	Vault World	
	x	x	x	The Anime Fan Club	The World was not found	The World was not found	
		x		The Ascendant Vanguards	1360202031932062200	Small World	Nothing of Note.
		x		The Bad Rats	8170792647353259107	Small World	Nothing of Note
		x		The BaleFire Legion	4936713640951941064	Small World	Nothing of Note
		x		The beginner Guide Helper's Club	8080967266113140884	Small World	Nothing of Note.
		x		the Biggest FluxBank ever made	305961030725195788	Small World	Nothing of Note
		x		The Black Dragons Brotherhood	909028714278818830	Small World	Nothing of Note
	x	x	x	The Black Fish Bank / Hello Luckie Kitty World	8442362983344395384	Large World	Nothing of Note
		x	37	The Black Hearts	2515419338999130733	Small World	Nothing of Note
		x		THE BOSS OF TROVE	1909065831735247848	Small World	Nothing of Note
	x	x	x	THE BUILDERZ	The World was not found	The World was not found	
	x	x	x	The Candy Pirates	7878669607222571882	Empty World	
		x		The Casual Collective	9043300874376037614	Empty World	
	x	x	x	The Children of the Scythe	2202748587454001624	Small world	Nothing of note
	x	x	2440	The Chrono Den	3334799899920976308	Small World.	Large collectionof trophies
		x		The Club of Thang	2745955814106126918	Medium World	Nothing of Note
	x	x	x	The Club of Wonders	1312028689672631605	Empty World	Empty World
		x		The Companions	1210916269703211438	Small World	Nothing of Note
	x	x	13	The Computers	1776649965059983843	Small World	Nothing of Note
	x	x	55	The Corps of Adventure	8388351976430861203	Small World	Nothing of Note
		x		The Crimson Legion	8507921399618598651	Empty World	
	x	x	102	The Critical Hit	8437420829710789794	Small World	Nothing of Note
	x	x	x	The Crystal Royals	8921323653764557220	Empty World	
		x		The Crystalline Construct	3671589262729120053	Small World	Nothing of Note
		x		The Cube Bros	4703429108200684051	Small World	Nothing of Note
		x		the Dead Zone	3782091184464302884	Small World	Nothing of Note.
		x		The Death Kingdom	3822272076221561733	Empty World	
		x		The DerRitos	1388454724253920641	Small World	Nothing of Note.
	x	x	x	The Despicable Rat	Vault World	Vault World	
	x	x	x	The Dog Days	6676754824894889693	Small world	nothing of note
		x		The Draconic Parliament	5100767287757839637	Small World	Nothing of Note.
		x		the dragons above	8060383185761032254	Small World	Nothing of Note
	x	x	x	The Dragons Kings Club	Vault World	Vault World	
	x	x	33	The Elitists	5784208984630624079	Small world	Nothing of note
	x	x	147	The Evergreen Forest	878034925096165603	Small world	Nothing of note
		x		The Fallen 4	6546483096372976498	Small World	Nice Spawn Hub
		x		The Fallen Coalition	3443962827722327295	Small World	Nothing of Note.
		x		The Final Chapter	463243320526230573	Empty World	
		x		The Fishy Catchers	6697631599395478933	Small World	Nothing of Note
	x	x	11	The Floppy Disk	647505367744987482	Small world	Nothing of note
		x		The Forgotten Conduits	5194795709073708254	Small World	Nothing of Note
	x	x	x	The Fortnite Players	Vault World	Vault World	
		x		The Gibby Dome	4392149967410693616	Small World	Nothing of Note.
		x		The God Gamers	6215051480594290476	Small World	Nothing of Note
		x		The Golden Lions	1136490200348806353	Small World	Nothing of Note
		x		The Goldshire Inn	3965915741751317866	Empty World	
	x	x	x	The Great Militia	The World was not found	The World was not found	
	x	x	18	The Great Panda Empire	6355901772811715717	Small World	Nothing of Note.
		x		The Green Men	1419876572650165257	Empty World	
		x		The Guild of Outcasts	8870517784595493299	Small World	Nothing of Note
		x		The Helpful Angels	2401574516736472067	Small World	Nothing of Note
	x	x	x	The High Water / The Purple Name	2873060944300795683	Large World	Nothing of note
		x		the infinityz trovians	4106107883423873600	Small World	Nothing of Note
		x		The Kingdom of Shadi	8191930627944825889	Empty World	
		x		THE KINGS OF METAL	7951169814953119537	Medium World	Nothing of Note
		x		The Kyans	2312675931503521565	Small World	Nothing of Note
		x		The Legion of Undeath	6781548372171440567	Empty World	
		x		The Mad Chatters	2498651326000350585	Small World	Nothing of Note.
		x		The Melon Club	3867870923983920452	Small World	Nothing of Note
		x		The Monster Den	5108517591081940925	Empty World	
	x	x	x	The Monster Squad	6128437017893632697	Small world.	Nothing of note
	Club Portals	x		The Moonlight Howl	7125660841031126020	Small World	Nothing of Note
		x		The Mortal World	2997082693758791250	Small World	Nothing of Note.
	x	x	x	The N00b Initiative	8277752281536177726	Small world	nothing of note
		x	18	The Neon World	8943680034252082622	Small World	Nothing of Note
		x		The New Black lily	8247900527961037950	Small World	Nothing of Note.
		x		The Nomadic Temple	6876884300011532593	Small World	unfinished projects
	x	x	x	THE NORTH	2398068587445482046	Empty World	
		x		The Official Playboy Mansion	3097861077746910197	Empty World	
		x		the poop that took a pee	1864887687124372145	Small World	Nothing of Note
		x		The Primo Mafia	8111346397414911705	Empty World	
	x	x	x	The Rave Brigade	The World was not found	The World was not found	
	x	x	20	The Red Flame	240567924178172376	Small World	Nothing of Note.
		x		The ReddMasons	1867517197676608217	Small World	Nothing of Note
		x		The Runic Academy	1988166558974110724	Small World	Nothing of Note.
		x		The Secret Garden X	6907330638697128238	Empty World	
		x		The Seraphic Order	8189983685021247670	Small World	Nothing of Note.
		x		the Shadow Tower	1745008415765139282	Small World	Nothing of Note.
		x		The ShyTeam	4816465612858752476	Small World	Nothing of Note
		x		The Sinposium	6525292469858593848	Medium World	Nothing of Note
		x		The Skeleton Warriors	1142188520198929747	Small World	Nothing of Note
	x	x	x	The Sorcerers	The World was not found	The World was not found	
		x		the strausz family	8062162773902993474	Small World	Nothing of Note.
		x		The Stronghold	2482216566701831322	Small World	Nothing of Note.
	x	x	x	The Teletubbies Drogados	Vault World	Vault World	
		x		The Thundering Mountains	957782000565028114	Small World	Nothing of Note
	x	x	x	The Tiger Club	The World was not found	The World was not found	
		x		The Trash Fire	3960672810146825151	Empty World	
		x		The Trollians	4248074095535638331	Small World	Nothing of Note
	x	x	x	The Trove Guard	1922394783542980791	Empty World	
		x		The Trove Pirates	4846559844699458130	Small World	Nothing of Note
		x		The Troveland Mall	3692768973404422992	Small World	Nothing of Note
		x		The Trovian Collectors / Bunny_Gang is dumb	5733590483581179607	Small World	Nothing of Note
	x	x	x	The Trovian Historical Archive	Vault World	Vault World	
		x		The Trovian Imperium	6878225809601566536	Small World	Nothing of Note
		x		The True Chillzone	7944836538672651287	Small World	Nothing of Note
